id_x,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover
413,DABUR,Mar 2014,7058,5897,1162.0,16.0,126,54,97,1136,19.0,916,5.0,33.0,491,174.0,2482,708,1948,5312,1767,22,1076,2447,5312,12.978180787758573,16.463587418532164,34.48795180722892,0.26656626506024095,23.85185185185185,1.3286897590361446
414,DABUR,Mar 2015,7795,6475,1320.0,17.0,154,40,115,1319,19.0,1068,6.0,33.0,492,176.0,3178,734,2019,6106,1877,50,1813,2365,6106,13.701090442591404,16.93393200769724,31.84257602862254,0.21884317233154443,36.85,1.2768222768222768
415,DABUR,Mar 2016,7780,6261,1518.0,20.0,217,48,133,1554,19.0,1254,7.0,32.0,493,176.0,3995,805,1956,6932,1667,45,2691,2529,6932,16.118251928020566,19.511568123393317,30.064732678014867,0.19299928074802206,36.145833333333336,1.122331217541835
416,DABUR,Mar 2017,7614,6102,1512.0,20.0,296,54,143,1611,21.0,1280,7.0,31.0,494,176.0,4671,975,1910,7732,1958,42,3240,2492,7732,16.811137378513266,19.858156028368796,26.408087476789767,0.20115535382710956,33.48148148148148,0.9847387480600104
417,DABUR,Mar 2018,7722,6104,1617.0,21.0,291,53,162,1693,20.0,1358,8.0,81.0,495,176.0,5530,938,2058,8702,2028,42,3805,2827,8702,17.586117586117584,20.94017094017094,23.79950928846828,0.16438836312653346,36.0,0.8873822109859802
418,DABUR,Mar 2019,8515,6775,1740.0,20.0,222,60,177,1725,16.0,1446,8.0,34.0,496,177.0,5455,699,2106,8437,1969,64,3359,3045,8437,16.981796829125074,20.434527304756312,25.67471590909091,0.12411221590909091,32.7,1.0092449922958397
419,DABUR,Mar 2020,8685,6892,1792.0,21.0,205,50,220,1728,16.0,1448,8.0,37.0,497,177.0,6429,522,2209,9337,2253,147,2800,4137,9337,16.672423719055843,20.63327576280944,21.91946715107478,0.07901907356948229,39.94,0.9301702902431188
420,DABUR,Mar 2021,9562,7560,2002.0,21.0,325,31,240,2056,18.0,1695,10.0,50.0,498,177.0,7487,509,2661,10833,2243,147,4160,4283,10833,17.72641706755909,20.937042459736457,22.116388308977037,0.06641440501043841,75.06451612903226,0.8826733130250162
421,DABUR,Mar 2022,10889,8637,2252.0,21.0,308,39,253,2269,23.0,1742,10.0,53.0,499,177.0,8205,1030,2872,12284,2308,168,6220,3589,12284,15.997795940857745,20.681421618146754,20.782629444046766,0.12288236697685516,65.64102564102564,0.8863654863654864
422,DABUR,Mar 2023,11530,9367,2162.0,19.0,445,78,311,2219,23.0,1701,10.0,54.0,500,177.0,8796,1174,3505,13652,3579,175,6265,3633,13652,14.752818733738074,18.751084128360798,18.956870611835505,0.13083695531037556,33.42307692307692,0.8445648989159098
423,DABUR,Mar 2024,12404,10004,2400.0,19.0,482,124,399,2359,23.0,1811,10.0,53.0,501,177.0,9689,1365,3885,15116,3815,232,6933,4136,15116,14.600128990648178,19.348597226701063,18.355969997972835,0.13835394283397526,23.241935483870968,0.8205874569992061
425,DIVISLAB,Mar 2013,2145,1329,816.0,38.0,45,3,77,781,23.0,602,23.0,33.0,503,27.0,2474,33,605,3139,909,303,408,1519,3139,28.065268065268068,38.04195804195804,24.070371851259495,0.013194722111155539,287.0,0.6833386428798981
426,DIVISLAB,Mar 2014,2532,1514,1018.0,40.0,68,3,92,991,22.0,773,29.0,34.0,504,27.0,2937,18,729,3710,1222,144,502,1842,3710,30.529225908372826,40.20537124802528,26.07962213225371,0.006072874493927126,362.0,0.6824797843665769
427,DIVISLAB,Mar 2015,3115,1942,1173.0,38.0,38,3,136,1072,21.0,852,32.0,31.0,505,27.0,3469,27,883,4405,1309,218,733,2145,4405,27.351524879614768,37.65650080256822,24.37070938215103,0.007723112128146453,403.6666666666667,0.7071509648127128
428,DIVISLAB,Mar 2016,3776,2354,1423.0,38.0,93,5,118,1393,19.0,1126,42.0,24.0,506,53.0,4240,42,562,4898,1439,264,803,2392,4898,29.81991525423729,37.6853813559322,26.22874446773818,0.009783368273934312,303.2,0.7709269089424254
429,DIVISLAB,Mar 2017,4064,2615,1450.0,36.0,72,3,123,1395,24.0,1060,40.0,25.0,507,53.0,5304,36,762,6155,1559,444,1631,2521,6155,26.08267716535433,35.67913385826771,19.787194325182007,0.006720179204778794,507.3333333333333,0.6602761982128351
430,DIVISLAB,Mar 2018,3891,2622,1269.0,33.0,107,2,142,1231,29.0,877,33.0,30.0,508,53.0,5872,63,797,6785,1996,120,1889,2780,6785,22.539193009509123,32.61372397841172,14.801687763713081,0.010632911392405063,688.0,0.5734708916728076
431,DIVISLAB,Mar 2019,4946,3072,1874.0,38.0,154,5,169,1855,27.0,1353,51.0,31.0,509,53.0,6904,106,973,8036,2088,492,1946,3511,8036,27.355438738374442,37.88920339668419,19.448037947391118,0.015236452493891045,405.6,0.6154037576210029
432,DIVISLAB,Mar 2020,5394,3568,1826.0,34.0,186,7,186,1819,24.0,1377,52.0,31.0,510,53.0,7257,39,1183,8531,2782,920,971,3858,8531,25.528364849833146,33.852428624397476,18.83720930232558,0.00533515731874145,287.42857142857144,0.6322822646817489
433,DIVISLAB,Mar 2021,6969,4102,2867.0,41.0,57,2,256,2666,26.0,1984,75.0,27.0,511,53.0,9242,5,1471,10771,3704,711,0,6356,10771,28.46893384990673,41.13933132443679,21.34480903711673,0.0005379236148466917,1462.0,0.6470151332281125
434,DIVISLAB,Mar 2022,8960,5075,3885.0,43.0,112,2,312,3684,20.0,2960,112.0,27.0,512,53.0,11675,4,1628,13360,4325,470,72,8493,13360,33.035714285714285,43.359375,25.2387448840382,0.00034106412005457026,1998.5,0.6706586826347305
435,DIVISLAB,Mar 2023,7767,5397,2370.0,31.0,344,2,343,2369,23.0,1824,69.0,44.0,513,53.0,12714,4,1654,14425,4722,212,77,9414,14425,23.483970645036695,30.513711857860176,14.286833241951907,0.0003133077465340331,1357.0,0.5384402079722703
436,DIVISLAB,Mar 2024,7845,5635,2210.0,28.0,335,4,378,2163,26.0,1600,60.0,50.0,514,53.0,13518,3,1886,15460,4739,778,82,9861,15460,20.395156150414277,28.170809432759718,11.78984599513669,0.0002210596124088129,636.25,0.5074385510996119
438,DLF,Mar 2013,7773,5140,2633.0,34.0,1279,2314,796,802,17.0,667,4.0,48.0,516,340.0,25389,26600,12318,64647,19849,7834,1334,35630,64647,8.580985462498392,33.87366525151164,2.5924054568774535,1.0338528508686695,1.6905790838375108,0.1202375980323913
439,DLF,Mar 2014,8298,5805,2493.0,30.0,1133,2463,663,500,-16.0,590,4.0,55.0,517,356.0,27039,24133,12997,64525,18835,5979,891,38820,64525,7.1101470233791275,30.04338394793926,2.1536776784084686,0.8809271764920606,1.4721883881445392,0.12860131731886865
440,DLF,Mar 2015,7649,4635,3014.0,39.0,503,2304,545,668,24.0,507,3.0,66.0,518,356.0,27013,24495,14398,66262,19619,5901,623,40119,66262,6.628317427114655,39.40384363969146,1.8524608133289489,0.8949906828894004,1.5264756944444444,0.11543569466662643
441,DLF,Mar 2016,9926,5960,3966.0,40.0,506,2680,766,1026,55.0,305,2.0,117.0,519,357.0,23712,25264,12396,61729,3943,1779,21310,34697,61729,3.07273826314729,39.955671972597216,1.2671901616186798,1.049648926004404,1.6686567164179105,0.1607996241636832
442,DLF,Mar 2017,8221,4775,3446.0,42.0,1135,2980,572,1030,22.0,708,4.0,50.0,520,357.0,24216,29202,10179,63954,24640,153,1209,37952,63954,8.612090986497993,41.9170417224182,2.881211085337566,1.1883774874862654,1.537248322147651,0.12854551709040873
443,DLF,Mar 2018,6707,4329,2378.0,35.0,9722,2951,534,8615,50.0,4477,25.0,8.0,521,357.0,34954,17491,7783,60585,8082,137,20832,31533,60585,66.75115550916952,35.455494259728646,12.678768655659708,0.49534139503270935,4.1003049813622505,0.11070579691007527
444,DLF,Mar 2019,8366,6218,2148.0,26.0,784,2062,225,646,43.0,1314,6.0,33.0,522,441.0,33135,17222,15684,66483,6322,103,21005,39053,66483,15.706430791298112,25.67535261773847,3.913509649749821,0.5129258994519895,1.4219204655674103,0.12583668005354753
445,DLF,Mar 2020,6083,4937,1146.0,19.0,1135,1427,200,653,99.0,-590,-2.0,-85.0,523,495.0,33952,8103,13341,55890,5187,89,18566,32049,55890,-9.699161597895776,18.839388459641622,-1.7127761488663744,0.23523093447905477,1.598458304134548,0.10883684314111396
446,DLF,Mar 2021,5414,3945,1469.0,27.0,383,853,159,840,43.0,1083,4.0,45.0,524,495.0,34849,6886,11258,53488,4856,95,19746,28791,53488,20.003694126339123,27.133357960842257,3.0641693073789047,0.19482797645993663,2.17116060961313,0.10121896500149566
447,DLF,Mar 2022,5717,3974,1743.0,30.0,195,625,149,1165,28.0,1500,6.0,49.0,525,495.0,35867,4182,10623,51167,4862,81,19779,26444,51167,26.237537169844323,30.488018191359107,4.125185633353501,0.1150101754578956,3.1008,0.11173435484501426
448,DLF,Mar 2023,5695,3969,1726.0,30.0,317,392,149,1502,27.0,2034,8.0,49.0,526,495.0,37192,3334,11551,52572,4785,61,19481,28245,52572,35.71553994732221,30.307287093942055,5.397086528511158,0.08846551861384562,5.211734693877551,0.10832762687362094
449,DLF,Mar 2024,6427,4303,2124.0,33.0,531,356,148,2151,24.0,2724,11.0,45.0,527,495.0,38936,4834,14804,59069,3880,71,20138,34981,59069,42.38369379181578,33.04807841916913,6.908270142781061,0.12259389820192235,7.457865168539326,0.10880311494836635
451,DMART,Mar 2013,3341,3126,215.0,6.0,15,43,46,141,34.0,94,2.0,0.0,529,544.0,245,526,176,1492,925,118,16,433,1492,2.8135288835677943,6.435199042202933,11.913814955640051,0.6666666666666666,5.348837209302325,2.2392761394101877
452,DMART,Mar 2014,4686,4345,341.0,7.0,16,56,57,245,34.0,161,3.0,0.0,530,547.0,409,641,211,1808,1172,89,16,532,1808,3.4357661118224496,7.276995305164319,16.84100418410042,0.6705020920502092,6.375,2.5903814262023217
453,DMART,Mar 2015,6439,5983,456.0,7.0,20,72,82,323,34.0,212,4.0,0.0,531,562.0,638,904,251,2355,1528,98,15,713,2355,3.292436713775431,7.081845006988663,17.666666666666668,0.7533333333333333,6.611111111111111,2.7353440951571795
454,DMART,Mar 2016,8584,7919,664.0,8.0,17,91,98,492,35.0,320,6.0,0.0,532,562.0,959,1192,389,3102,2094,82,29,897,3102,3.727865796831314,7.735321528424977,21.038790269559502,0.7836949375410914,7.483516483516484,2.7672469374597033
455,DMART,Mar 2017,11898,10929,969.0,8.0,28,122,128,747,36.0,479,8.0,0.0,533,624.0,3218,1497,480,5819,2578,153,26,3063,5819,4.025886703647672,8.144225920322743,12.467464862051015,0.3896408120770432,8.172131147540984,2.0443298969072163
456,DMART,Mar 2018,15033,13680,1353.0,9.0,88,60,159,1222,34.0,806,13.0,0.0,534,624.0,4045,439,540,5648,3400,147,68,2033,5648,5.361537949843678,9.000199560965875,17.262797172842152,0.09402441636324695,24.016666666666666,2.6616501416430594
457,DMART,Mar 2019,20005,18371,1633.0,8.0,48,47,212,1422,37.0,902,14.0,0.0,535,624.0,4963,700,718,7006,4400,377,17,2212,7006,4.508872781804548,8.162959260184955,16.144621442634687,0.12529085376767496,35.765957446808514,2.8554096488723952
458,DMART,Mar 2020,24870,22742,2128.0,9.0,60,69,374,1745,25.0,1301,20.0,0.0,536,648.0,10432,333,663,12076,5948,364,15,5749,12076,5.231202251708886,8.556493767591476,11.74187725631769,0.030054151624548737,31.71014492753623,2.0594567737661476
459,DMART,Mar 2021,24143,22398,1745.0,7.0,194,42,414,1483,26.0,1099,17.0,0.0,537,648.0,11536,393,1079,13655,7009,1020,3,5624,13655,4.5520440707451435,7.227767883030278,9.020026263952726,0.032255416940249505,46.166666666666664,1.7679408318687757
460,DMART,Mar 2022,30976,28474,2502.0,8.0,114,54,498,2064,28.0,1492,23.0,0.0,538,648.0,13030,647,1146,15471,9260,1129,6,5076,15471,4.8166322314049586,8.077221074380166,10.908027489399034,0.04730223716917678,48.44444444444444,2.0021976601383233
461,DMART,Mar 2023,42840,39201,3639.0,8.0,128,67,639,3060,22.0,2378,37.0,0.0,539,648.0,15430,643,1383,18105,11340,829,202,5733,18105,5.550887021475257,8.494397759103641,14.790396815524318,0.039992536385122526,56.223880597014926,2.366327883340698
462,DMART,Mar 2024,50789,46683,4106.0,8.0,145,58,731,3461,27.0,2536,39.0,0.0,540,651.0,18047,592,1882,21172,13415,935,107,6716,21172,4.993207190533383,8.084427730414067,13.56294790886726,0.031661140228901485,73.29310344827586,2.3987625749775656
464,DRREDDY,Mar 2013,11833,9164,2669.0,23.0,146,100,550,2165,29.0,1527,18.0,17.0,542,85.0,6284,3682,3329,13380,4051,565,197,8567,13380,12.904588861658075,22.555564945491422,23.97550635892605,0.5781127335531481,28.15,0.8843796711509716
465,DRREDDY,Mar 2014,13415,10164,3251.0,24.0,170,127,648,2646,26.0,1963,23.0,16.0,543,85.0,7780,4477,3563,15906,4641,639,1067,9559,15906,14.632873648900485,24.23406634364517,24.958677685950413,0.5692307692307692,26.937007874015748,0.84339243052936
466,DRREDDY,Mar 2015,15023,11515,3508.0,23.0,260,108,760,2900,19.0,2336,27.0,15.0,544,85.0,9768,4314,4290,18457,5377,529,2248,10303,18457,15.549490780802769,23.35086201158224,23.708515173043743,0.4378361920227342,34.888888888888886,0.8139459283740587
467,DRREDDY,Mar 2016,15568,11983,3585.0,23.0,295,83,939,2859,26.0,2131,25.0,16.0,545,85.0,12484,3352,4408,20330,6563,772,3833,9162,20330,13.688335046248715,23.028006166495373,16.95441164770467,0.2666878828864667,46.74698795180723,0.7657648794884407
468,DRREDDY,Mar 2017,14196,11724,2472.0,17.0,172,79,1027,1554,19.0,1292,16.0,26.0,546,83.0,12179,4918,4474,21654,6931,3324,2110,9290,21654,9.101155255001409,17.413355874894336,10.536617191322787,0.4010764964932311,33.46835443037975,0.655552990071577
469,DRREDDY,Mar 2018,14281,11930,2351.0,16.0,155,79,1077,1350,32.0,947,11.0,35.0,547,83.0,12489,5071,4706,22349,6968,3470,2298,9612,22349,6.631188292136406,16.462432602758913,7.532612153993,0.40335666560610883,31.72151898734177,0.6390281009486307
470,DRREDDY,Mar 2019,15448,12270,3178.0,21.0,381,89,1135,2336,17.0,1950,23.0,17.0,548,83.0,13941,3838,4557,22418,7191,2934,2587,9707,22418,12.622993267736923,20.572242361470742,13.904734740444951,0.27367370222475756,39.98876404494382,0.6890583879744859
471,DRREDDY,Mar 2020,17517,15040,2477.0,14.0,670,98,1163,1886,-7.0,2026,24.0,21.0,549,83.0,15516,2210,5414,23223,6850,1535,2678,12160,23223,11.565907404235885,14.140549180795798,12.988012052054618,0.14167574844541317,32.11224489795919,0.7542953106833742
472,DRREDDY,Mar 2021,19048,15173,3874.0,20.0,335,97,1229,2884,32.0,1952,23.0,21.0,550,83.0,17558,3031,5915,26588,8206,1565,2212,14605,26588,10.247795044099119,20.338093238135237,11.06513236211099,0.17181565670880336,43.391752577319586,0.7164134195877839
473,DRREDDY,Mar 2022,21545,17778,3768.0,17.0,555,96,1165,3061,29.0,2182,26.0,23.0,551,83.0,19129,3384,7149,29746,8122,1293,2616,17715,29746,10.127639823624971,17.488976560686933,11.35748490526754,0.17613991255465333,45.03125,0.7242990654205608
474,DRREDDY,Mar 2023,24670,18200,6470.0,26.0,971,143,1250,6048,25.0,4507,54.0,15.0,552,83.0,23203,1347,7576,32209,9219,1030,4986,16974,32209,18.269152817186868,26.22618565058776,19.35497723954307,0.05784591600103066,52.03496503496503,0.7659349871154025
475,DRREDDY,Mar 2024,28011,20078,7933.0,28.0,909,171,1470,7201,23.0,5578,67.0,12.0,553,83.0,28171,2002,8523,38780,10426,1419,4930,22004,38780,19.913605369319196,28.321016743422227,19.74233736816026,0.07085722375592836,51.707602339181285,0.7223239382139818
477,EICHERMOT,Dec 2012,6390,5840,550.0,9.0,136,4,82,600,21.0,475,12.0,17.0,555,27.0,1728,23,2694,4471,992,504,638,2337,4471,7.433489827856025,8.607198748043817,27.065527065527068,0.013105413105413105,171.5,1.4292104674569448
478,EICHERMOT,Dec 2013,6810,6094,715.0,11.0,93,8,130,671,22.0,525,15.0,21.0,556,27.0,2028,84,3197,5337,1656,464,825,2391,5337,7.709251101321586,10.499265785609397,25.547445255474454,0.040875912408759124,101.0,1.2762368815592204
479,EICHERMOT,Dec 2014,8738,7621,1118.0,13.0,105,10,220,993,29.0,702,23.0,22.0,557,27.0,2489,58,3829,6403,2309,419,1078,2597,6403,8.033875028610666,12.794689860379949,27.90143084260731,0.023052464228934817,122.3,1.3646728096204903
480,EICHERMOT,Mar 2016,6173,4484,1690.0,27.0,326,2,137,1877,29.0,1338,49.0,20.0,558,27.0,3626,23,1263,4939,790,94,3388,667,4939,21.675036449052325,27.37728819050705,36.627429509991785,0.006296194908294552,1008.0,1.2498481473982588
481,EICHERMOT,Mar 2017,7033,4859,2174.0,31.0,416,4,154,2433,30.0,1667,61.0,16.0,559,27.0,5318,112,1552,7009,873,374,4987,775,7009,23.702545144319636,30.911417602729983,31.18802619270346,0.02095416276894294,647.5,1.003424168925667
482,EICHERMOT,Mar 2018,8965,6156,2809.0,31.0,536,5,223,3116,30.0,1960,72.0,15.0,560,27.0,7003,151,2341,9522,1502,333,5581,2106,9522,21.862799776910204,31.3329615170106,27.880512091038405,0.021479374110953058,669.0,0.9415038857382902
483,EICHERMOT,Mar 2019,9797,6893,2904.0,30.0,701,7,300,3297,33.0,2203,81.0,15.0,561,27.0,8891,187,2281,11387,1875,450,4923,4140,11387,22.486475451668877,29.641727059303868,24.702848172235928,0.020968827091276072,515.0,0.8602915349490692
484,EICHERMOT,Mar 2020,9154,6971,2183.0,24.0,572,19,382,2355,22.0,1827,67.0,19.0,562,27.0,9954,249,2220,12450,2378,312,5749,4011,12450,19.958488092637097,23.847498361372075,18.30477908025248,0.024947400060114217,145.0,0.7352610441767068
485,EICHERMOT,Mar 2021,8720,6937,1783.0,20.0,482,16,451,2203,25.0,1347,49.0,34.0,563,27.0,11411,219,2901,14559,2433,314,3902,7909,14559,15.447247706422019,20.44724770642202,11.776534359153699,0.01914670396922539,141.5625,0.5989833768374777
486,EICHERMOT,Mar 2022,10298,8120,2178.0,21.0,496,19,452,2203,24.0,1677,61.0,34.0,564,27.0,12581,108,3424,16140,2424,505,7721,5490,16140,16.284715478733737,21.149737813167604,13.301078680203046,0.008565989847715736,140.73684210526315,0.6380421313506816
487,EICHERMOT,Mar 2023,14442,10996,3446.0,24.0,908,28,526,3800,23.0,2914,107.0,35.0,565,27.0,14963,288,3919,19198,2690,472,12321,3715,19198,20.177260767206757,23.8609610857222,19.43962641761174,0.019212808539026016,155.5,0.7522658610271903
488,EICHERMOT,Mar 2024,16536,12206,4329.0,26.0,1521,51,598,5202,23.0,4001,146.0,35.0,566,27.0,18018,419,4650,23115,2914,555,13527,6119,23115,24.195694242864054,26.179245283018872,22.172346910501524,0.023219728456636186,114.70588235294117,0.7153796236210254
490,GAIL,Mar 2013,50974,43547,7427.0,15.0,887,437,1319,6558,34.0,4367,6.0,28.0,568,1268.0,27526,16472,14542,59809,24303,18376,1254,15876,59809,8.567112645662494,14.570173029387531,15.166354101548935,0.5720636243661874,19.02517162471396,0.8522797572271732
491,GAIL,Mar 2014,61765,53777,7988.0,13.0,1247,669,1644,6922,32.0,4786,7.0,28.0,569,1268.0,31188,18537,15872,66865,27779,18490,1282,19314,66865,7.7487250060714,12.932890795758114,14.746117821050037,0.5711424698052748,13.804185351270553,0.9237269124355044
492,GAIL,Mar 2015,60557,54926,5631.0,9.0,945,652,1433,4492,32.0,3160,5.0,24.0,570,1268.0,32754,18291,17355,69669,33976,13806,1272,20615,69669,5.21822415245141,9.298677279257559,9.288107695020868,0.5376227147140086,10.085889570552148,0.8692101221490189
493,GAIL,Mar 2016,52053,47517,4536.0,9.0,731,822,1496,2949,37.0,1874,3.0,37.0,571,1268.0,35135,9052,13608,59063,29946,3688,9844,15584,59063,3.6001767429350853,8.71419514725376,5.147927368623465,0.24866082465730846,6.407542579075426,0.8813280958992246
494,GAIL,Mar 2017,48552,42531,6021.0,12.0,1212,509,1541,5183,35.0,3374,5.0,56.0,572,1691.0,37614,6553,12433,58291,30092,4126,10125,13948,58291,6.949250288350635,12.40113692535838,8.584149599287622,0.16672179112072255,14.210216110019646,0.8329244651833044
495,GAIL,Mar 2018,54496,46695,7802.0,14.0,948,295,1527,6928,31.0,4805,7.0,43.0,573,2255.0,39424,3876,15798,61353,30480,5938,10452,14482,61353,8.817160892542573,14.31664709336465,11.528587538088725,0.09299647304397898,29.661016949152543,0.8882514017472943
496,GAIL,Mar 2019,76190,66252,9938.0,13.0,1719,159,1667,9831,33.0,6553,10.0,25.0,574,2255.0,43749,2224,20199,68426,32700,9738,10722,15267,68426,8.600866255414097,13.04370652316577,14.244413529258326,0.04834362229371359,73.31446540880503,1.1134493694009675
497,GAIL,Mar 2020,72518,63495,9022.0,12.0,3796,309,2080,10429,9.0,9515,14.0,31.0,575,4510.0,44758,6912,18754,74934,38230,11666,9893,15145,74934,13.120880333158663,12.44104911883946,19.31273849151579,0.14029390273605585,41.48220064724919,0.9677582939653562
498,GAIL,Mar 2021,57372,50127,7245.0,13.0,2833,179,2174,7725,20.0,6143,9.0,36.0,576,4440.0,48742,7873,19975,81030,41160,13400,13058,13413,81030,10.70731367217458,12.628111273792095,11.550900680681433,0.14803881012372608,56.30167597765363,0.7080253236415692
499,GAIL,Mar 2022,92770,77608,15161.0,16.0,2925,202,2420,15464,20.0,12304,18.0,36.0,577,4440.0,59674,9216,23254,96584,44572,15490,16408,20114,96584,13.262908267758974,16.342567640400993,19.19081635836167,0.14374395607823565,89.53465346534654,0.9605110577321295
500,GAIL,Mar 2023,145668,138168,7500.0,5.0,2822,365,2702,7256,23.0,5596,9.0,59.0,578,6575.0,58352,17816,25062,107805,49697,16646,17248,24214,107805,3.841612433753467,5.14869429112777,8.61891046868021,0.274400480539683,28.279452054794522,1.3512174759983304
501,GAIL,Mar 2024,133228,118914,14314.0,11.0,2672,719,3672,12595,21.0,9903,15.0,37.0,579,6575.0,70422,21794,25944,124735,55188,23627,21910,24010,124735,7.433122166511544,10.743987750322754,12.861540060002339,0.28304998896060884,23.624478442280946,1.0680883472962681
503,GODREJCP,Mar 2013,6412,5417,995.0,16.0,194,87,77,1025,17.0,845,8.0,22.0,581,34.0,3279,2456,1926,7695,4496,141,121,2937,7695,13.178415470991892,15.517779164067374,25.505584062782976,0.7413220645940235,13.666666666666666,0.8332683560753736
504,GODREJCP,Mar 2014,7599,6430,1169.0,15.0,62,120,82,1030,20.0,819,7.0,24.0,582,34.0,3741,2373,2171,8320,5121,167,136,2895,8320,10.777733912356888,15.383603105671797,21.695364238410598,0.6286092715231788,10.258333333333333,0.9134511359538406
505,GODREJCP,Mar 2015,8273,6894,1379.0,17.0,73,112,91,1249,22.0,976,9.0,21.0,583,34.0,4277,2717,2097,9125,5551,225,186,3164,9125,11.797413272089932,16.66868125226641,22.639758756668986,0.6302482022732545,12.964285714285714,0.9065307911461757
506,GODREJCP,Mar 2016,8424,6766,1657.0,20.0,-262,128,101,1167,29.0,831,8.0,24.0,584,34.0,4233,2891,2521,9679,5931,44,190,3514,9679,9.864672364672366,19.669990503323838,19.475041012420906,0.67752519334427,10.8984375,0.8703378448186796
507,GODREJCP,Mar 2017,9268,7361,1907.0,21.0,76,154,142,1687,22.0,1308,13.0,39.0,585,34.0,5268,4001,3637,12940,8083,97,934,3826,12940,14.113077255071213,20.576176089771256,24.669935873255376,0.7546208977744248,12.876623376623376,0.7162287480680062
508,GODREJCP,Mar 2018,9847,7763,2084.0,21.0,283,173,156,2039,20.0,1634,16.0,42.0,586,68.0,6190,3508,4098,13864,8315,84,997,4468,13864,16.593886462882097,21.163806235401644,26.110578459571748,0.5605624800255673,13.68208092485549,0.7102567801500288
509,GODREJCP,Mar 2019,10314,8183,2132.0,21.0,362,238,170,2085,-12.0,2342,23.0,44.0,587,102.0,7165,3382,3445,14094,8670,52,516,4855,14094,22.70700019391119,20.67093271281753,32.22787945507087,0.4653914958029448,10.478991596638656,0.7318526928262258
510,GODREJCP,Mar 2020,9911,7757,2154.0,22.0,32,228,197,1760,15.0,1497,15.0,55.0,588,102.0,7796,3575,3407,14880,9231,57,672,4920,14880,15.104429421854505,21.733427504792655,18.95416561154723,0.45264623955431754,9.587719298245615,0.6660618279569892
511,GODREJCP,Mar 2021,11029,8629,2399.0,22.0,23,138,204,2080,17.0,1721,17.0,0.0,589,102.0,9337,1864,2941,14244,8905,57,679,4602,14244,15.604315894460061,21.751745398494876,18.23286365081047,0.1974785464561924,17.55072463768116,0.7743452924243488
512,GODREJCP,Mar 2022,12276,9867,2409.0,20.0,78,122,210,2155,17.0,1783,17.0,0.0,590,102.0,11454,1704,2822,16082,9219,116,1015,5731,16082,14.524275008145976,19.623655913978492,15.429214260989962,0.1474558670820353,20.385245901639344,0.7633853616068652
513,GODREJCP,Mar 2023,13316,10873,2443.0,18.0,114,188,236,2133,20.0,1702,17.0,0.0,591,102.0,13692,1130,2513,17437,9934,45,3029,4429,17437,12.781616100931211,18.34635025533193,12.338697984630999,0.08191967522111063,13.601063829787234,0.7636634742214831
514,GODREJCP,Mar 2024,14096,11139,2957.0,21.0,-2209,310,241,198,99.0,-561,-5.0,,592,102.0,12496,3222,2571,18392,10440,83,3504,4365,18392,-3.9798524404086266,20.977582292849036,-4.45308779171297,0.2557548817272583,2.412903225806452,0.7664201826881253
516,GRASIM,Mar 2013,27909,21986,5924.0,21.0,824,324,1252,5171,28.0,3778,57.0,8.0,594,92.0,19565,9550,14916,44123,20561,6084,8011,9467,44123,13.536851911569745,21.226127772403167,19.219616421630974,0.48583201912804597,20.82716049382716,0.6325272533599257
517,GRASIM,Mar 2014,28331,23416,4915.0,17.0,576,447,1457,3586,20.0,2954,44.0,9.0,595,92.0,21523,9681,16441,47736,25209,4045,7611,10872,47736,10.42674102573153,17.348487522501856,13.66643534582466,0.44788341429562806,12.284116331096197,0.5934809476925655
518,GRASIM,Mar 2015,31734,26590,5144.0,16.0,530,667,1563,3443,30.0,2582,37.0,9.0,596,92.0,23048,11930,18963,54033,31828,2755,7255,12194,54033,8.136383689418288,16.209743492783765,11.158167675021607,0.5155574762316335,8.506746626686656,0.5873186259994078
519,GRASIM,Mar 2016,34487,28576,5911.0,17.0,1320,718,1834,4679,26.0,3455,51.0,9.0,597,93.0,27336,12505,19642,59576,34271,1788,10601,12916,59576,10.018267753066374,17.13979180560791,12.596157351708046,0.45590433482810166,10.071030640668523,0.5788740432388881
520,GRASIM,Mar 2017,36068,28682,7387.0,20.0,1076,702,1808,5952,29.0,4246,66.0,8.0,598,93.0,31294,9213,22147,62747,34786,1297,14200,12464,62747,11.772208051458357,20.480758567150936,13.527893713958008,0.29352916812693153,12.055555555555555,0.5748163258801218
521,GRASIM,Mar 2018,55894,44281,11612.0,21.0,410,3663,2724,5635,35.0,3688,39.0,15.0,599,131.0,57230,67070,83467,207899,69257,2290,65995,70356,207899,6.598203742798869,20.775038465667155,6.429455553424801,1.1692613448161644,3.282009282009282,0.26885299521880923
522,GRASIM,Mar 2019,77200,60560,16640.0,22.0,-1846,6060,3571,5163,47.0,2745,25.0,27.0,600,132.0,57888,84487,98620,241127,87129,2766,62747,88484,241127,3.5556994818652847,21.554404145077722,4.731127197518097,1.4561702861082386,2.441254125412541,0.3201645612667236
